date_time,sentiment_1,sentiment_2
2018-01-01,0.18087534246575346,0.16529721135029352
2018-01-02,0.14023689320388322,0.07741045817047029
2018-01-03,-0.10397988980716286,0.02163909550746674
2018-01-04,-0.04785335051546394,0.02640517174220284
2018-01-05,0.039272300469483566,0.07477163344827664
2018-01-06,0.21161415929203534,0.09526243724114297
2018-01-07,0.13895106382978725,0.09984959780172546
2018-01-08,0.06604954545454542,0.03522427076891359
2018-01-09,0.19068499999999985,0.09315609592953346
2018-01-10,-0.006496875000000036,-0.04000311429022369
2018-01-11,0.11045632183908052,0.050632363592133696
2018-01-12,0.06753140495867772,0.04812678884476403
2018-01-13,0.12178666666666663,0.09718466982752695
2018-01-14,-0.19407019867549702,0.01866105472893553
2018-01-15,0.05015434782608696,0.05804886991028296
2018-01-16,0.11470441176470586,0.10659298370021408
2018-01-17,0.03091933333333333,0.09854590247715247
2018-01-18,0.06315061728395062,0.09041984550086402
2018-01-19,0.16506274509803923,0.10216067656018638
2018-01-20,0.12458717948717947,0.0724337814962815
2018-01-21,0.08830333333333337,0.09285682720057718
2018-01-22,0.027815094339622648,0.06511898900656764
2018-01-23,0.02564435028248607,0.08449149841840518
2018-01-24,0.045081749049429645,0.04731479881194717
2018-01-25,0.013409677419354817,0.09429397420828865
2018-01-26,0.025283916083916103,0.07896949010585373
2018-01-27,0.021336842105263182,0.0015694222931064913
2018-01-28,0.11411500000000005,0.05863300865800869
2018-01-29,0.12223938053097348,0.14424141262498563
2018-01-30,0.06000445859872618,0.08648351118096341
2018-01-31,-0.01218849557522123,0.06098593392841183
2018-02-01,0.14535896551724123,0.16470376486540264
2018-02-02,0.11717816091954018,0.06249587072144533
2018-02-03,-0.1376184397163121,-0.029082363656831773
2018-02-04,0.09888360655737709,0.09014075178009603
2018-02-05,0.09267368421052635,0.0713143942270737
2018-02-06,0.09498304347826088,0.09427032749858838
2018-02-07,0.016714340101522774,0.06085894088638367
2018-02-08,-0.03405205479452058,0.06496258229838216
2018-02-09,0.04748100775193798,0.030855749726873754
2018-02-10,0.015619999999999997,0.09243867003367003
2018-02-11,0.0951767441860465,0.05389566461029641
2018-02-12,0.2854513812154696,0.160218313689265
2018-02-13,0.14904391891891886,0.09136544174044174
2018-02-14,0.07914966887417219,0.09250744026288016
2018-02-15,0.22479940828402356,0.11313000034153885
2018-02-16,0.014661445783132542,0.07113700472887219
2018-02-17,0.14931391752577322,0.157472086011068
2018-02-18,0.12824740740740737,0.04823291112180001
2018-02-19,0.14382475247524756,0.09029787978797879
2018-02-20,-0.008115789473684208,0.05632636786772126
2018-02-21,0.11897374999999992,0.044754411690051545
2018-02-22,0.015062499999999998,0.12652620455354832
2018-02-23,0.14737516778523485,0.06171265426718449
2018-02-24,0.003721487603305787,0.14332675560206548
2018-02-25,0.13076363636363633,0.1577441988426837
2018-02-26,0.19751161290322589,0.22251069072056978
2018-02-27,0.08751180555555559,0.10317983071455292
2018-02-28,0.11220357142857144,0.12911124156101839
2018-03-01,0.05957499999999997,0.06616507335257334
2018-03-02,0.103108,0.0824096981721982
2018-03-03,0.0692709677419355,0.10799048666387376
2018-03-04,0.18678205128205125,0.13577030222863548
2018-03-05,0.1516524590163934,0.09971206502968802
2018-03-06,0.16440354609929086,0.15667483791818915
2018-03-07,0.11487696969696971,0.08547562338755518
2018-03-08,0.011870545454545465,0.03994142835279199
2018-03-09,0.10163295880149806,0.038606364158798624
2018-03-10,-0.05112890625000002,0.07240995215360452
2018-03-11,0.17389655172413793,0.18412275463999603
2018-03-12,0.10179398148148151,0.09135688621221032
2018-03-13,0.04203153153153153,0.04543406989240321
2018-03-14,0.029072556390977455,0.011198868948164053
2018-03-15,0.0667991525423729,0.07794881523059491
2018-03-16,0.0036807339449541356,0.03393787781074806
2018-03-17,0.12026762589928058,0.0695185345230309
2018-03-18,0.11186625000000001,0.09171263603294856
2018-03-19,-0.003471153846153832,0.04003446726884227
2018-03-20,0.0881390909090909,0.07956939525121344
2018-03-21,0.104068661971831,0.0805665540183743
2018-03-22,0.1127794520547945,0.08236319283836406
2018-03-23,0.03329055555555559,0.06865296483352037
2018-03-24,-0.10158260869565218,-0.03930422154745581
2018-03-25,0.0009999999999999946,-0.0004032180037927237
2018-03-26,0.05281458333333331,0.05012008501119828
2018-03-27,-0.10300700000000003,-0.006093314710256676
2018-03-28,-0.061451338582677276,0.019734562109660535
2018-03-29,-0.09660423728813569,0.0018581427802031544
2018-03-30,-0.0479741697416974,0.05148092571293675
2018-03-31,-0.32814703196346984,0.030436741298613436
2018-04-01,-0.11676363636363637,0.018736534558727064
2018-04-02,-0.10247387096774198,0.04268107011579341
2018-04-03,0.05708702531645563,0.08273510810714135
2018-04-04,0.0031225118483412333,0.026698072037230937
2018-04-05,-0.04093835616438354,0.049887678674065676
2018-04-06,-0.08031875000000004,-0.0022839779061877247
2018-04-07,-0.029642519685039375,0.039837248060611744
2018-04-08,0.10217902097902093,0.16680630776566094
2018-04-09,0.014275510204081632,0.0326209042870395
2018-04-10,-0.04573565217391293,0.054297558922558914
2018-04-11,-0.05725245901639342,0.03082731004670042
2018-04-12,-0.11699209039548009,0.03546727362405329
2018-04-13,0.20649967948717915,0.08865948431150246
2018-04-14,0.0428,0.01802961714420048
2018-04-15,0.0021252252252252283,0.1036801476801477
2018-04-16,0.038179365079365084,0.00415022286534564
2018-04-17,0.06171974025974022,0.021575925818559744
2018-04-18,0.009250120481927722,0.06497537281159271
2018-04-19,0.04456412556053811,0.09113302170757326
2018-04-20,-0.040372941176470584,0.03682322558976973
2018-04-21,0.023224793388429775,0.08280385019021386
2018-04-22,-0.08276486486486488,0.04706662421785188
2018-04-23,0.1857087628865977,0.05444894917510898
2018-04-24,0.12269237288135591,0.0865048366279828
2018-04-25,0.09615290697674417,0.10905298786373918
2018-04-26,0.048456953642384115,0.04623812841140035
2018-04-27,0.04004411764705878,0.029814017399889238
2018-04-28,-0.11419914529914531,-0.22205679458984737
2018-04-29,-0.01588583333333335,0.016693873256373268
2018-04-30,-0.018356140350877206,0.05481005698620053
2018-05-01,-0.0002983805668016187,0.09303787634279875
2018-05-02,0.08141974025974015,0.067917292230827
2018-05-03,-0.0015994981179422755,0.023007698659433005
2018-05-04,0.06696690821256042,0.052649911072276734
2018-05-05,0.00279884393063581,0.028150486335276788
2018-05-06,0.08694967741935483,0.04729760159195643
2018-05-07,0.0507718562874251,0.0699969111200398
2018-05-08,0.09605990990990984,0.08367048790796307
2018-05-09,-0.02862673796791443,0.07412255400323578
2018-05-10,-0.07213286219081276,0.053407153309980235
2018-05-11,-0.023024840764331245,0.012542924523853565
2018-05-12,0.04925923913043478,0.1819156543436436
2018-05-13,0.09144949494949496,0.08550941446845801
2018-05-14,0.07564398249452947,0.05462671061223103
2018-05-15,-0.004160431654676253,0.06074936844355675
2018-05-16,0.02260088757396446,0.08332950659847722
2018-05-17,0.12126848137535806,0.085625859815432
2018-05-18,0.06806338028169011,0.06827138123352913
2018-05-19,0.011426114649681546,0.11334155706289464
2018-05-20,-0.03368492462311553,-0.14102316023358724
2018-05-21,0.012313965517241381,0.07214413533258783
2018-05-22,0.006075126903553251,0.03292583230479802
2018-05-23,-0.025778167115902945,0.03350403025520951
2018-05-24,0.009682500000000007,0.02101236704711873
2018-05-25,0.08559080882352943,0.09859015741713355
2018-05-26,0.2167807692307693,0.22083050340862856
2018-05-27,0.06945972222222223,0.08581010689734647
2018-05-28,0.13981555555555553,0.06670516090134146
2018-05-29,0.04063461538461536,0.09021469175115009
2018-05-30,0.12379744318181801,0.07955916618254286
2018-05-31,0.17417164179104483,0.053916178683377836
2018-06-01,0.028822188449848008,0.05403013617869244
2018-06-02,0.10353986928104572,0.11089343649917882
2018-06-03,0.12841883116883115,0.09722106169143506
2018-06-04,0.026523178807947044,0.03269861852643307
2018-06-05,0.026424090909090918,0.060489365593502716
2018-06-06,0.10772577639751542,0.06836411296533582
2018-06-07,0.0054634883720930385,0.08998600218149631
2018-06-08,0.07232035398230087,0.09394150579887588
2018-06-09,-0.06526372549019592,0.033351417251717586
2018-06-10,0.0326570512820513,0.07923296090483589
2018-06-11,0.09706347305389222,0.13190995853711052
2018-06-12,0.06096152597402598,0.045210870709670885
2018-06-13,0.08937991169977917,0.09895219891752789
2018-06-14,0.06732463768115943,0.07403905308134089
2018-06-15,0.059806250000000026,0.0359343091155113
2018-06-16,0.009069259259259263,0.08171902445976521
2018-06-17,0.039844808743169424,0.029233818520508603
2018-06-18,-0.08823873873873876,0.05764335919097829
2018-06-19,-0.07663571428571445,0.07197884986944078
2018-06-20,-0.04288368580060422,0.06142073469008892
2018-06-21,0.01660469798657718,0.08032760667355889
2018-06-22,0.06799885844748858,0.0814786080732856
2018-06-23,0.1346877551020408,0.025746529311580318
2018-06-24,0.08606157635467981,0.09678082549634273
2018-06-25,0.025146048109965683,0.06624446064308614
2018-06-26,-0.036689260143198066,0.025606603310063942
2018-06-27,0.04373060109289615,0.03845865556681074
2018-06-28,0.015460353535353534,0.0891560354194733
2018-06-29,0.050871321695760606,0.085385637637508
2018-06-30,0.0651713235294118,0.09233894883711061
2018-07-01,0.17085476190476173,0.08883098549447137
2018-07-02,0.0964029020556227,0.0695220025653014
2018-07-03,-0.025630101010101047,0.041159520575524355
2018-07-04,0.07281153846153847,0.07787609309093681
2018-07-05,-0.01578068181818183,0.06044153445323515
2018-07-06,0.10372954545454548,0.09835053251672571
2018-07-07,-0.02748803827751196,0.12412491859177827
2018-07-08,0.09305087719298247,0.18752647817846468
2018-07-09,0.06538909090909097,0.0865547206581298
2018-07-10,0.09467283653846154,0.0659160379189676
2018-07-11,0.056566083916083906,0.05908445862849276
2018-07-12,0.036931234866828,0.03454955587749171
2018-07-13,0.059566265060240965,0.04548502848389897
2018-07-14,0.05133944444444443,0.12073290035535822
2018-07-15,0.050514840989399304,0.08341693987579904
2018-07-16,0.07801527446300721,0.10059625971039866
2018-07-17,0.140155988023952,0.0808787463524084
2018-07-18,0.08771272727272722,0.0789817306659941
2018-07-19,0.10206984815618225,0.05200705019954833
2018-07-20,0.10608368298368301,0.08403748704648328
2018-07-21,0.007531597222222223,0.0529820177009847
2018-07-22,0.11208449197860973,0.09246758123876272
2018-07-23,0.05774871382636642,0.04189988507408793
2018-07-24,0.0038438305709023886,0.09203690554168231
2018-07-25,0.05106597222222219,0.08551692667872182
2018-07-26,0.07193297587131361,0.07866544139692602
2018-07-27,0.04564626436781609,0.0848004494607404
2018-07-28,0.013994392523364483,0.06682148528485311
2018-07-29,0.032848356807511726,0.047285672562961296
2018-07-30,0.09311333333333334,0.05069950409351452
2018-07-31,0.05412242744063326,0.052220738529280726
2018-08-01,0.09189015873015864,0.07693579172910954
2018-08-02,0.1048061611374407,0.07919700530836536
2018-08-03,0.1038168466522678,0.10079797265569386
2018-08-04,0.008422044728434495,0.07867194710685126
2018-08-05,0.11708560000000004,0.1082118809423381
2018-08-06,0.15729149659863953,0.0907617107922273
2018-08-07,0.11382533566841806,0.06790021814615714
2018-08-08,0.06094049744897955,0.05746075297396658
2018-08-09,0.05869724334600762,0.055921541599438476
2018-08-10,0.08207227214377408,0.07142020829995212
2018-08-11,0.12022807775377965,0.03057664529694769
2018-08-12,0.06614071729957806,0.04986410487630865
2018-08-13,0.11924934456928798,0.052748662990991645
2018-08-14,0.08755817923186329,0.06500974966670456
2018-08-15,0.0705422863485016,0.040057258855099205
2018-08-16,0.042183167082294165,0.04054299873706716
2018-08-17,0.03225724258289707,0.06085015913064368
2018-08-18,-0.024285272727272735,-0.009973174723154439
2018-08-19,0.07643457711442786,0.04471844534713228
2018-08-20,0.04477365050320219,0.04819670644452944
2018-08-21,0.06333354192740921,0.0659433127256383
2018-08-22,0.08438724373576309,0.10159765912186179
2018-08-23,0.10175296671490527,0.0861290515003472
2018-08-24,0.09274177018633532,0.06866119931960865
2018-08-25,0.09796757719714952,0.06800563054084292
2018-08-26,0.0634406504065041,0.07339471199179665
2018-08-27,0.04091618303571435,0.05175832652636547
2018-08-28,-0.011879495798319326,0.06863500312046236
2018-08-29,0.0372185941043084,0.05505602365754454
2018-08-30,0.014603231939163491,0.032359249019182516
2018-08-31,-0.030181947743467937,0.019073139700090728
2018-09-01,0.015305140186915884,0.10711526843066803
2018-09-02,0.1037482051282051,0.11250013503155247
2018-09-03,0.04404448979591838,0.07410403849336065
2018-09-04,-0.018386312399355842,0.016259118402670466
2018-09-05,0.027099808061420354,0.07357347996291803
2018-09-06,0.02734704861111111,0.07315229269980521
2018-09-07,0.009542517985611502,0.07099692842020974
2018-09-08,0.03958018223234625,0.014142434406447598
2018-09-09,0.10684068322981374,0.12294121703593076
2018-09-10,0.08517449139280124,0.0784936171860076
2018-09-11,0.029666556836902794,0.07248723035569946
2018-09-12,0.12086828358208955,0.08574405999319998
2018-09-13,0.08006867749419955,0.08513584504900121
2018-09-14,0.05696068601583108,0.07608638256963855
2018-09-15,0.022563793103448256,0.09372987615348297
2018-09-16,-0.0028540540540540798,0.07112156692857377
2018-09-17,0.027537121212121197,0.061195414659624484
2018-09-18,-0.033163870967741926,-0.004651508513194787
2018-09-19,-0.061476637168141515,0.04671642707096252
2018-09-20,0.11357948717948714,0.09116971601767564
2018-09-21,0.09841707317073176,0.09610509882506829
2018-09-22,0.04231107266435984,0.05452273276191962
2018-09-23,0.165352029520295,0.1392148724437103
2018-09-24,0.013670471464019871,0.09561967271932709
2018-09-25,0.03264484412470023,0.07163414963048824
2018-09-26,0.10310378787878786,0.08469292814459813
2018-09-27,-0.04874390715667313,0.041538272132524985
2018-09-28,-0.0213722538649308,0.03786174877492131
2018-09-29,0.03767759562841529,0.06624229241386248
2018-09-30,0.1019449704142011,0.07489703783079846
2018-10-01,0.10845782241014788,0.06980398502713554
2018-10-02,0.06787227101631112,0.08668879890890153
2018-10-03,0.09175208711433758,0.09548067647481462
2018-10-04,0.08995205298013231,0.09512856492687376
2018-10-05,0.02964464831804279,0.056425067778564764
